filename,OBJECT,RA,DEC,DATE-OBS,TIME-OBS,JD,EXPTIME,SECZ,CCDFLTID,IRFLTID,proper name,in FULL pattern
rccd991019.0051.fits.gz,A0620,06:22:44.64,-00:20:00.8,1999-10-20,08:31:34.0,2451471.8553,660.0,1.17,I,H,A0620-00,5
rccd991019.0052.fits.gz,A0620,06:22:44.60,-00:19:59.0,1999-10-20,08:43:41.7,2451471.8637,660.0,1.16,V,H,A0620-00,5
rccd991019.0053.fits.gz,A0620,06:22:44.55,-00:19:57.8,1999-10-20,08:55:54.2,2451471.8722,660.0,1.15,I,H,A0620-00,5
rccd991020.0035.fits.gz,A0620,06:22:44.73,-00:20:51.1,1999-10-21,04:58:42.9,2451472.7074,660.0,2.49,V,H,A0620-00,5
rccd991020.0036.fits.gz,A0620,06:22:44.65,-00:20:51.9,1999-10-21,05:10:51.3,2451472.7159,660.0,2.26,I,H,A0620-00,5
rccd991020.0037.fits.gz,A0620,06:22:44.60,-00:20:51.7,1999-10-21,05:22:60.0,2451472.7243,660.0,2.08,V,H,A0620-00,5
rccd991020.0038.fits.gz,A0620,06:22:44.58,-00:20:51.3,1999-10-21,05:35:31.7,2451472.733,660.0,1.92,I,H,A0620-00,5
rccd991020.0039.fits.gz,A0620,06:22:44.65,-00:20:50.5,1999-10-21,05:47:41.0,2451472.7414,660.0,1.8,V,H,A0620-00,5
rccd991020.0040.fits.gz,A0620,06:22:44.74,-00:20:50.6,1999-10-21,05:59:49.5,2451472.7499,660.0,1.69,I,H,A0620-00,5
rccd991020.0041.fits.gz,A0620,06:22:44.82,-00:20:48.9,1999-10-21,06:11:58.5,2451472.7583,660.0,1.6,V,H,A0620-00,5
rccd991020.0042.fits.gz,A0620,06:22:44.87,-00:20:47.6,1999-10-21,06:24:06.9,2451472.7667,660.0,1.53,I,H,A0620-00,5
rccd991020.0043.fits.gz,A0620,06:22:44.95,-00:20:46.8,1999-10-21,06:36:15.4,2451472.7752,660.0,1.46,V,H,A0620-00,5
rccd991020.0044.fits.gz,A0620,06:22:45.00,-00:20:45.8,1999-10-21,06:48:23.4,2451472.7836,660.0,1.41,I,H,A0620-00,5
rccd991020.0045.fits.gz,A0620,06:22:45.09,-00:20:44.4,1999-10-21,07:00:35.2,2451472.7921,660.0,1.36,V,H,A0620-00,5
rccd991020.0046.fits.gz,A0620,06:22:45.09,-00:20:42.9,1999-10-21,07:12:43.1,2451472.8005,660.0,1.32,I,H,A0620-00,5
rccd991020.0047.fits.gz,A0620,06:22:45.10,-00:20:41.9,1999-10-21,07:24:51.5,2451472.8089,660.0,1.28,V,H,A0620-00,5
rccd991020.0048.fits.gz,A0620,06:22:45.03,-00:20:41.1,1999-10-21,07:36:59.5,2451472.8174,660.0,1.25,I,H,A0620-00,5
rccd991020.0049.fits.gz,A0620,06:22:45.05,-00:20:39.4,1999-10-21,07:49:12.8,2451472.8258,660.0,1.22,V,H,A0620-00,5
rccd991020.0050.fits.gz,A0620,06:22:44.97,-00:20:39.4,1999-10-21,08:01:20.9,2451472.8343,660.0,1.2,I,H,A0620-00,5
rccd991020.0051.fits.gz,A0620,06:22:44.94,-00:20:39.4,1999-10-21,08:13:29.3,2451472.8427,660.0,1.18,V,H,A0620-00,5
rccd991020.0052.fits.gz,A0620,06:22:44.93,-00:20:37.8,1999-10-21,08:25:37.4,2451472.8511,660.0,1.17,I,H,A0620-00,5
rccd991020.0053.fits.gz,A0620,06:22:44.89,-00:20:36.2,1999-10-21,08:37:45.6,2451472.8596,660.0,1.16,V,H,A0620-00,5
rccd991020.0054.fits.gz,A0620,06:22:44.85,-00:20:34.7,1999-10-21,08:49:54.2,2451472.868,660.0,1.15,I,H,A0620-00,5
rccd991023.0035.fits.gz,A0620,06:22:44.70,-00:20:49.4,1999-10-24,04:52:12.9,2451475.7029,660.0,2.39,V,H,A0620-00,5
rccd991023.0036.fits.gz,A0620,06:22:44.56,-00:20:51.8,1999-10-24,05:04:19.9,2451475.7113,660.0,2.18,I,H,A0620-00,5
rccd991023.0037.fits.gz,A0620,06:22:44.52,-00:20:50.4,1999-10-24,05:16:26.6,2451475.7198,660.0,2.01,V,H,A0620-00,5
rccd991023.0038.fits.gz,A0620,06:22:44.63,-00:20:49.7,1999-10-24,05:28:33.6,2451475.7282,660.0,1.87,I,H,A0620-00,5
rccd991023.0039.fits.gz,A0620,06:22:44.64,-00:20:49.2,1999-10-24,05:41:18.0,2451475.737,660.0,1.75,V,H,A0620-00,5
rccd991023.0040.fits.gz,A0620,06:22:44.72,-00:20:48.3,1999-10-24,05:53:39.6,2451475.7456,660.0,1.65,I,H,A0620-00,5
rccd991023.0041.fits.gz,A0620,06:22:44.79,-00:20:47.6,1999-10-24,06:05:58.8,2451475.7542,660.0,1.57,V,H,A0620-00,5
rccd991023.0042.fits.gz,A0620,06:22:44.86,-00:20:46.2,1999-10-24,06:18:06.1,2451475.7626,660.0,1.5,I,H,A0620-00,5
rccd991023.0043.fits.gz,A0620,06:22:44.97,-00:20:45.1,1999-10-24,06:30:13.7,2451475.771,660.0,1.43,V,H,A0620-00,5
rccd991023.0044.fits.gz,A0620,06:22:44.99,-00:20:44.0,1999-10-24,06:42:24.8,2451475.7795,660.0,1.38,I,H,A0620-00,5
rccd991023.0045.fits.gz,A0620,06:22:45.07,-00:20:42.5,1999-10-24,06:54:36.4,2451475.7879,660.0,1.34,V,H,A0620-00,5
rccd991023.0046.fits.gz,A0620,06:22:45.11,-00:20:41.3,1999-10-24,07:06:46.2,2451475.7964,660.0,1.3,I,H,A0620-00,5
rccd991023.0047.fits.gz,A0620,06:22:45.10,-00:20:40.2,1999-10-24,07:18:53.6,2451475.8048,660.0,1.26,V,H,A0620-00,5
rccd991023.0048.fits.gz,A0620,06:22:44.98,-00:20:38.8,1999-10-24,07:31:01.7,2451475.8132,660.0,1.24,I,H,A0620-00,5
rccd991023.0049.fits.gz,A0620,06:22:44.99,-00:20:37.8,1999-10-24,07:43:10.8,2451475.8217,660.0,1.21,V,H,A0620-00,5
rccd991023.0050.fits.gz,A0620,06:22:45.00,-00:20:35.0,1999-10-24,07:55:18.3,2451475.8301,660.0,1.19,I,H,A0620-00,5
rccd991023.0051.fits.gz,A0620,06:22:45.00,-00:20:34.0,1999-10-24,08:07:25.8,2451475.8385,660.0,1.18,V,H,A0620-00,5
rccd991023.0052.fits.gz,A0620,06:22:44.96,-00:20:32.6,1999-10-24,08:19:33.8,2451475.8469,660.0,1.17,I,H,A0620-00,5
rccd991023.0053.fits.gz,A0620,06:22:44.86,-00:20:31.5,1999-10-24,08:32:03.4,2451475.8556,660.0,1.16,V,H,A0620-00,5
rccd991023.0054.fits.gz,A0620,06:22:44.88,-00:20:30.2,1999-10-24,08:44:11.6,2451475.864,660.0,1.15,I,H,A0620-00,5
rccd991023.0055.fits.gz,A0620,06:22:44.85,-00:20:28.5,1999-10-24,08:56:29.2,2451475.8726,660.0,1.15,V,H,A0620-00,No
rccd991024.0025.fits.gz,A0620,06:22:44.45,-00:20:50.6,1999-10-25,05:18:45.5,2451476.7214,660.0,1.94,V,H,A0620-00,5
rccd991024.0026.fits.gz,A0620,06:22:44.44,-00:20:47.6,1999-10-25,05:30:51.9,2451476.7298,660.0,1.81,I,H,A0620-00,5
rccd991024.0027.fits.gz,A0620,06:22:44.50,-00:20:46.6,1999-10-25,05:42:59.0,2451476.7382,660.0,1.7,V,H,A0620-00,5
rccd991024.0028.fits.gz,A0620,06:22:44.51,-00:20:45.7,1999-10-25,05:55:05.9,2451476.7466,660.0,1.61,I,H,A0620-00,5
rccd991024.0029.fits.gz,A0620,06:22:44.63,-00:20:44.1,1999-10-25,06:07:12.6,2451476.755,660.0,1.54,V,H,A0620-00,5
rccd991024.0030.fits.gz,A0620,06:22:44.74,-00:20:42.9,1999-10-25,06:19:19.8,2451476.7634,660.0,1.47,I,H,A0620-00,5
rccd991024.0031.fits.gz,A0620,06:22:44.73,-00:20:42.2,1999-10-25,06:31:34.6,2451476.7719,660.0,1.41,V,H,A0620-00,5
rccd991024.0032.fits.gz,A0620,06:22:44.82,-00:20:41.4,1999-10-25,06:43:43.1,2451476.7804,660.0,1.36,I,H,A0620-00,5
rccd991024.0033.fits.gz,A0620,06:22:44.86,-00:20:39.9,1999-10-25,06:55:50.6,2451476.7888,660.0,1.32,V,H,A0620-00,5
rccd991024.0034.fits.gz,A0620,06:22:44.76,-00:21:00.0,1999-10-25,07:24:41.5,2451476.8088,660.0,1.24,I,H,A0620-00,5
rccd991024.0035.fits.gz,A0620,06:22:44.76,-00:21:13.7,1999-10-25,07:36:49.8,2451476.8172,660.0,1.22,V,H,A0620-00,5
rccd991024.0036.fits.gz,A0620,06:22:44.73,-00:21:12.5,1999-10-25,07:48:58.1,2451476.8257,660.0,1.2,I,H,A0620-00,5
rccd991024.0037.fits.gz,A0620,06:22:44.68,-00:21:11.0,1999-10-25,08:01:06.6,2451476.8341,660.0,1.18,V,H,A0620-00,5
rccd991024.0038.fits.gz,A0620,06:22:44.65,-00:21:10.6,1999-10-25,08:13:22.5,2451476.8426,660.0,1.17,I,H,A0620-00,5
rccd991024.0039.fits.gz,A0620,06:22:44.63,-00:21:07.9,1999-10-25,08:25:30.6,2451476.851,660.0,1.16,V,H,A0620-00,5
rccd991024.0040.fits.gz,A0620,06:22:44.57,-00:21:07.5,1999-10-25,08:37:38.8,2451476.8595,660.0,1.15,I,H,A0620-00,5
rccd991024.0041.fits.gz,A0620,06:22:44.61,-00:21:05.9,1999-10-25,08:49:46.7,2451476.8679,660.0,1.15,V,H,A0620-00,No
rccd991025.0033.fits.gz,A0620,06:22:44.41,-00:21:25.3,1999-10-26,05:22:58.6,2451477.7243,660.0,1.85,V,H,A0620-00,5
rccd991025.0034.fits.gz,A0620,06:22:44.31,-00:21:09.9,1999-10-26,05:35:06.7,2451477.7327,660.0,1.74,I,H,A0620-00,5
rccd991025.0035.fits.gz,A0620,06:22:44.35,-00:21:08.6,1999-10-26,05:47:17.5,2451477.7412,660.0,1.64,V,H,A0620-00,5
rccd991025.0036.fits.gz,A0620,06:22:44.35,-00:21:08.0,1999-10-26,05:59:25.0,2451477.7496,660.0,1.56,I,H,A0620-00,5
rccd991025.0037.fits.gz,A0620,06:22:44.52,-00:21:06.5,1999-10-26,06:15:50.0,2451477.761,660.0,1.47,V,H,A0620-00,5
rccd991025.0038.fits.gz,A0620,06:22:44.55,-00:21:05.4,1999-10-26,06:27:57.8,2451477.7694,660.0,1.41,I,H,A0620-00,5
rccd991025.0039.fits.gz,A0620,06:22:44.70,-00:21:04.0,1999-10-26,06:40:08.6,2451477.7779,660.0,1.36,V,H,A0620-00,5
rccd991025.0040.fits.gz,A0620,06:22:44.74,-00:21:02.9,1999-10-26,06:52:21.8,2451477.7864,660.0,1.32,I,H,A0620-00,5
rccd991025.0041.fits.gz,A0620,06:22:44.83,-00:21:01.3,1999-10-26,07:04:34.1,2451477.7948,660.0,1.28,V,H,A0620-00,5
rccd991025.0042.fits.gz,A0620,06:22:44.77,-00:21:00.2,1999-10-26,07:16:42.4,2451477.8033,660.0,1.25,I,H,A0620-00,5
rccd991025.0043.fits.gz,A0620,06:22:44.73,-00:20:59.1,1999-10-26,07:28:51.1,2451477.8117,660.0,1.22,V,H,A0620-00,5
rccd991025.0044.fits.gz,A0620,06:22:44.72,-00:20:57.4,1999-10-26,07:40:59.3,2451477.8201,660.0,1.2,I,H,A0620-00,5
rccd991025.0045.fits.gz,A0620,06:22:44.69,-00:20:56.2,1999-10-26,07:53:07.3,2451477.8286,660.0,1.19,V,H,A0620-00,5
rccd991025.0046.fits.gz,A0620,06:22:44.65,-00:20:55.8,1999-10-26,08:05:15.5,2451477.837,660.0,1.17,I,H,A0620-00,5
rccd991025.0047.fits.gz,A0620,06:22:44.66,-00:21:30.2,1999-10-26,08:17:24.5,2451477.8454,660.0,1.16,V,H,A0620-00,5
rccd991025.0048.fits.gz,A0620,06:22:44.62,-00:21:29.1,1999-10-26,08:29:32.7,2451477.8539,660.0,1.15,I,H,A0620-00,5
rccd991026.0037.fits.gz,A0620,06:22:44.55,-00:20:47.8,1999-10-27,06:56:42.4,2451478.7894,660.0,1.29,V,H,A0620-00,5
rccd991026.0038.fits.gz,A0620,06:22:44.19,-00:20:48.1,1999-10-27,07:09:10.0,2451478.798,660.0,1.26,I,H,A0620-00,5
rccd991026.0039.fits.gz,A0620,06:22:44.06,-00:20:47.4,1999-10-27,07:21:24.1,2451478.8065,660.0,1.23,V,H,A0620-00,5
rccd991026.0040.fits.gz,A0620,06:22:44.33,-00:21:04.2,1999-10-27,08:00:27.6,2451478.8337,660.0,1.17,I,H,A0620-00,5
rccd991026.0041.fits.gz,A0620,06:22:44.33,-00:21:03.2,1999-10-27,08:12:38.4,2451478.8421,660.0,1.16,V,H,A0620-00,5
rccd991026.0042.fits.gz,A0620,06:22:44.26,-00:21:01.5,1999-10-27,08:24:54.3,2451478.8506,660.0,1.16,I,H,A0620-00,5
rccd991026.0043.fits.gz,A0620,06:22:44.26,-00:20:59.8,1999-10-27,08:37:04.2,2451478.8591,660.0,1.15,V,H,A0620-00,5
rccd991026.0044.fits.gz,A0620,06:22:44.22,-00:20:58.9,1999-10-27,08:49:19.8,2451478.8676,660.0,1.15,I,H,A0620-00,5
rccd991027.0047.fits.gz,A0620,06:22:44.47,-00:20:45.5,1999-10-28,08:36:36.7,2451479.8588,660.0,1.15,V,H,A0620-00,5
rccd991027.0048.fits.gz,A0620,06:22:44.21,-00:20:44.2,1999-10-28,08:48:51.4,2451479.8673,660.0,1.15,I,H,A0620-00,5
rccd991027.0049.fits.gz,A0620,06:22:44.10,-00:20:43.9,1999-10-28,09:01:19.7,2451479.8759,660.0,1.16,V,H,A0620-00,No
rccd991028.0040.fits.gz,A0620,06:22:44.40,-00:20:45.3,1999-10-29,08:08:50.7,2451480.8395,660.0,1.16,V,H,A0620-00,5
rccd991028.0041.fits.gz,A0620,06:22:44.37,-00:20:43.5,1999-10-29,08:33:09.5,2451480.8564,660.0,1.15,I,H,A0620-00,5
rccd991028.0042.fits.gz,A0620,06:22:44.31,-00:20:41.0,1999-10-29,08:50:57.1,2451480.8687,660.0,1.15,V,H,A0620-00,No
rccd991029.0052.fits.gz,A0620,06:22:44.39,-00:20:44.6,1999-10-30,07:18:47.2,2451481.8047,660.0,1.21,V,H,A0620-00,5
rccd991029.0053.fits.gz,A0620,06:22:44.25,-00:20:42.4,1999-10-30,07:31:23.0,2451481.8135,660.0,1.19,I,H,A0620-00,5
rccd991029.0054.fits.gz,A0620,06:22:44.22,-00:20:39.9,1999-10-30,07:48:20.2,2451481.8252,660.0,1.17,V,H,A0620-00,5
rccd991029.0055.fits.gz,A0620,06:22:44.15,-00:20:39.6,1999-10-30,08:01:52.4,2451481.8346,660.0,1.16,I,H,A0620-00,5
rccd991029.0056.fits.gz,A0620,06:22:44.12,-00:20:39.7,1999-10-30,08:15:12.8,2451481.8439,660.0,1.15,V,H,A0620-00,5
rccd991029.0057.fits.gz,A0620,06:22:44.15,-00:20:38.4,1999-10-30,08:28:38.5,2451481.8532,660.0,1.15,I,H,A0620-00,5
rccd991029.0058.fits.gz,A0620,06:22:44.06,-00:20:36.3,1999-10-30,08:41:16.2,2451481.862,660.0,1.15,V,H,A0620-00,5
rccd991029.0059.fits.gz,A0620,06:22:44.00,-00:20:35.1,1999-10-30,08:53:57.9,2451481.8708,660.0,1.16,I,H,A0620-00,5
rccd991031.0033.fits.gz,A0620,06:22:44.39,-00:20:45.3,1999-11-01,08:24:53.9,2451483.8506,660.0,1.15,V,H,A0620-00,5
rccd991031.0034.fits.gz,A0620,06:22:44.19,-00:20:46.7,1999-11-01,08:37:15.5,2451483.8592,660.0,1.15,I,H,A0620-00,5
rccd991031.0035.fits.gz,A0620,06:22:44.09,-00:20:45.2,1999-11-01,08:49:38.1,2451483.8678,660.0,1.16,V,H,A0620-00,No
rccd991101.0019.fits.gz,A0620,06:22:44.39,-00:20:46.3,1999-11-02,06:39:58.8,2451484.7778,660.0,1.27,V,H,A0620-00,5
rccd991101.0020.fits.gz,A0620,06:22:44.31,-00:20:46.0,1999-11-02,06:52:09.9,2451484.7862,660.0,1.24,I,H,A0620-00,5
rccd991104.0025.fits.gz,A0620,06:22:44.45,-00:20:50.3,1999-11-05,06:09:25.3,2451487.7565,660.0,1.33,V,H,A0620-00,5
rccd991104.0026.fits.gz,A0620,06:22:44.37,-00:20:16.0,1999-11-05,06:21:32.8,2451487.765,660.0,1.29,I,H,A0620-00,5
rccd991104.0028.fits.gz,A0620,06:22:44.44,-00:20:45.1,1999-11-05,07:56:56.1,2451487.8312,660.0,1.15,V,H,A0620-00,5
rccd991104.0029.fits.gz,A0620,06:22:44.36,-00:20:44.8,1999-11-05,08:09:16.6,2451487.8398,660.0,1.15,I,H,A0620-00,5
rccd991104.0030.fits.gz,A0620,06:22:44.28,-00:20:43.0,1999-11-05,08:21:23.7,2451487.8482,660.0,1.15,V,H,A0620-00,5
rccd991104.0031.fits.gz,A0620,06:22:44.23,-00:20:45.0,1999-11-05,08:33:40.9,2451487.8567,660.0,1.16,I,H,A0620-00,5
rccd991105.0027.fits.gz,A0620,06:22:44.44,-00:20:43.5,1999-11-06,08:00:00.9,2451488.8333,660.0,1.15,V,H,A0620-00,5
rccd991105.0028.fits.gz,A0620,06:22:44.40,-00:20:44.6,1999-11-06,08:12:08.2,2451488.8418,660.0,1.15,I,H,A0620-00,5
rccd991105.0029.fits.gz,A0620,06:22:44.34,-00:20:44.3,1999-11-06,08:24:16.1,2451488.8502,660.0,1.15,V,H,A0620-00,5
rccd991105.0030.fits.gz,A0620,06:22:44.34,-00:20:43.2,1999-11-06,08:36:24.0,2451488.8586,660.0,1.16,I,H,A0620-00,5
rccd991106.0026.fits.gz,A0620,06:22:44.43,-00:20:45.5,1999-11-07,04:09:35.0,2451489.6733,660.0,2.18,V,H,A0620-00,5
rccd991106.0027.fits.gz,A0620,06:22:44.38,-00:20:44.0,1999-11-07,04:21:44.5,2451489.6818,660.0,2.01,I,H,A0620-00,5
rccd991106.0030.fits.gz,A0620,06:22:44.28,-00:20:46.0,1999-11-07,06:59:24.4,2451489.7913,660.0,1.19,V,H,A0620-00,5
rccd991106.0031.fits.gz,A0620,06:22:44.27,-00:20:45.9,1999-11-07,07:11:33.0,2451489.7997,660.0,1.18,I,H,A0620-00,5
rccd991106.0032.fits.gz,A0620,06:22:44.21,-00:20:44.7,1999-11-07,07:23:42.8,2451489.8081,660.0,1.17,V,H,A0620-00,5
rccd991106.0033.fits.gz,A0620,06:22:44.16,-00:20:43.0,1999-11-07,07:43:28.7,2451489.8219,660.0,1.15,I,H,A0620-00,5
rccd991106.0034.fits.gz,A0620,06:22:44.14,-00:20:41.9,1999-11-07,07:55:45.3,2451489.8304,660.0,1.15,V,H,A0620-00,5
rccd991106.0035.fits.gz,A0620,06:22:44.07,-00:20:41.1,1999-11-07,08:07:58.1,2451489.8389,660.0,1.15,I,H,A0620-00,5
rccd991106.0036.fits.gz,A0620,06:22:44.02,-00:20:40.4,1999-11-07,08:20:07.6,2451489.8473,660.0,1.15,V,H,A0620-00,5
rccd991106.0037.fits.gz,A0620,06:22:43.96,-00:20:39.9,1999-11-07,08:32:20.6,2451489.8558,660.0,1.16,I,H,A0620-00,5
rccd991107.0028.fits.gz,A0620,06:22:44.38,-00:20:45.1,1999-11-08,04:39:54.7,2451490.6944,660.0,1.77,V,H,A0620-00,5
rccd991107.0029.fits.gz,A0620,06:22:44.51,-00:20:44.4,1999-11-08,04:58:49.8,2451490.7075,660.0,1.62,I,H,A0620-00,5
rccd991107.0032.fits.gz,A0620,06:22:44.39,-00:20:46.6,1999-11-08,07:40:19.3,2451490.8197,660.0,1.15,V,H,A0620-00,5
rccd991107.0033.fits.gz,A0620,06:22:44.46,-00:20:46.1,1999-11-08,07:52:27.6,2451490.8281,660.0,1.15,I,H,A0620-00,5
rccd991107.0034.fits.gz,A0620,06:22:44.47,-00:20:45.0,1999-11-08,08:04:36.6,2451490.8365,660.0,1.15,V,H,A0620-00,5
rccd991107.0035.fits.gz,A0620,06:22:44.43,-00:20:44.6,1999-11-08,08:16:44.6,2451490.845,660.0,1.15,I,H,A0620-00,5
rccd991107.0036.fits.gz,A0620,06:22:44.36,-00:20:44.0,1999-11-08,08:28:52.8,2451490.8534,660.0,1.16,V,H,A0620-00,5
rccd991107.0037.fits.gz,A0620,06:22:44.24,-00:20:42.9,1999-11-08,08:41:01.4,2451490.8618,660.0,1.17,I,H,A0620-00,5
rccd991108.0022.fits.gz,A0620,06:22:44.61,-00:20:45.8,1999-11-09,04:32:52.5,2451491.6895,660.0,1.8,V,H,A0620-00,5
rccd991108.0023.fits.gz,A0620,06:22:44.71,-00:20:46.3,1999-11-09,04:53:14.0,2451491.7036,660.0,1.63,I,H,A0620-00,5
rccd991108.0027.fits.gz,A0620,06:22:44.46,-00:21:11.7,1999-11-09,07:59:54.7,2451491.8333,660.0,1.15,V,H,A0620-00,5
rccd991108.0028.fits.gz,A0620,06:22:44.41,-00:21:10.9,1999-11-09,08:12:58.3,2451491.8423,660.0,1.15,I,H,A0620-00,5
rccd991108.0029.fits.gz,A0620,06:22:44.37,-00:21:10.2,1999-11-09,08:26:00.9,2451491.8514,660.0,1.16,V,H,A0620-00,5
rccd991108.0030.fits.gz,A0620,06:22:44.19,-00:21:10.0,1999-11-09,08:38:35.1,2451491.8601,660.0,1.17,I,H,A0620-00,5
rccd991110.0025.fits.gz,A0620,06:22:44.37,-00:20:46.4,1999-11-11,07:32:11.5,2451493.814,660.0,1.15,I,H,A0620-00,No
rccd991110.0026.fits.gz,A0620,06:22:44.24,-00:21:16.5,1999-11-11,07:53:50.0,2451493.8291,660.0,1.15,V,H,A0620-00,5
rccd991110.0027.fits.gz,A0620,06:22:44.21,-00:21:15.6,1999-11-11,08:06:10.9,2451493.8376,660.0,1.16,I,H,A0620-00,5
rccd991110.0028.fits.gz,A0620,06:22:44.17,-00:21:13.4,1999-11-11,08:18:25.3,2451493.8461,660.0,1.16,V,H,A0620-00,5
rccd991110.0029.fits.gz,A0620,06:22:44.03,-00:21:13.1,1999-11-11,08:30:39.8,2451493.8546,660.0,1.17,I,H,A0620-00,5
rccd991110.0030.fits.gz,A0620,06:22:43.84,-00:21:12.5,1999-11-11,08:43:55.7,2451493.8638,660.0,1.19,V,H,A0620-00,5
rccd991208.0049.fits.gz,A0620,06:22:44.37,-00:20:44.7,1999-12-09,08:13:29.9,2451521.8427,660.0,1.39,I,H,A0620-00,5
rccd991208.0050.fits.gz,A0620,06:22:44.13,-00:20:54.7,1999-12-09,08:26:32.0,2451521.8518,660.0,1.45,V,H,A0620-00,No
rccd000125.0013.fits.gz,A0620,06:22:44.45,-00:20:48.6,2000-01-26,03:12:21.4,2451569.6336,660.0,1.16,V,H,A0620-00,5
rccd000125.0014.fits.gz,A0620,06:22:44.22,-00:20:47.6,2000-01-26,03:24:42.4,2451569.6422,660.0,1.17,I,H,A0620-00,5
rccd000126.0021.fits.gz,A0620,06:22:44.46,-00:20:46.6,2000-01-27,04:24:32.0,2451570.6837,660.0,1.27,V,H,A0620-00,5
rccd000126.0022.fits.gz,A0620,06:22:44.30,-00:21:31.7,2000-01-27,04:36:51.2,2451570.6923,660.0,1.31,I,H,A0620-00,5
rccd000127.0021.fits.gz,A0620,06:22:44.53,-00:20:44.7,2000-01-28,04:28:07.1,2451571.6862,660.0,1.29,V,H,A0620-00,5
rccd000127.0022.fits.gz,A0620,06:22:44.31,-00:21:30.7,2000-01-28,04:41:45.7,2451571.6957,660.0,1.34,I,H,A0620-00,5
rccd000128.0033.fits.gz,A0620,06:22:44.48,-00:20:45.2,2000-01-29,04:30:25.2,2451572.6878,660.0,1.31,V,H,A0620-00,5
rccd000128.0034.fits.gz,A0620,06:22:44.27,-00:20:43.2,2000-01-29,04:42:38.1,2451572.6963,660.0,1.35,I,H,A0620-00,5
rccd000129.0021.fits.gz,A0620,06:22:44.50,-00:20:45.5,2000-01-30,03:58:08.6,2451573.6654,660.0,1.24,V,H,A0620-00,5
rccd000129.0022.fits.gz,A0620,06:22:44.38,-00:20:47.0,2000-01-30,04:10:30.0,2451573.674,660.0,1.27,I,H,A0620-00,5
rccd000130.0003.fits.gz,A0620,06:22:46.77,-00:20:45.4,2000-01-31,01:15:36.7,2451574.5525,660.0,1.21,V,H,A0620-00,5
rccd000130.0004.fits.gz,A0620,06:22:46.69,-00:20:45.7,2000-01-31,01:27:48.9,2451574.561,660.0,1.19,I,H,A0620-00,5
rccd000130.0025.fits.gz,A0620,06:22:44.40,-00:20:45.1,2000-01-31,05:01:09.3,2451574.7091,660.0,1.47,V,H,A0620-00,5
rccd000130.0026.fits.gz,A0620,06:22:44.21,-00:20:43.6,2000-01-31,05:13:19.6,2451574.7176,660.0,1.54,I,H,A0620-00,5
